0	1	2
She went to a movie the other day.	この間彼女は映画に行った。	CC-BY 2.0 (France) Attribution: tatoeba.org #388681 (CK) & #1107912 (bunbuku)
If you find a mistake, please leave a comment.	ミスを発見したら、コメントしてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #388346 (CK) & #388344 (mookeee)
Thanks for your hard work.	お疲れ様でした。	CC-BY 2.0 (France) Attribution: tatoeba.org #690489 (notrwanda) & #688395 (arihato)
He has a good reputation.	彼は評判がよい。	CC-BY 2.0 (France) Attribution: tatoeba.org #303085 (CK) & #100613 (bunbuku)
I would have left on my trip if the weather hadn't been bad.	天気が悪くなかったら出発していたんだが。	CC-BY 2.0 (France) Attribution: tatoeba.org #1171807 (CK) & #125161 (bunbuku)
I didn't order fish.	魚は頼んでない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2006425 (CK) & #6537569 (nihonjin)
I've already sent an email to the support department.	もうサポートセンターにメールを送りました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1185498 (Eldad) & #1577069 (bunbuku)
Have you ever gone to see a horse race?	競馬って見に行ったことある？	CC-BY 2.0 (France) Attribution: tatoeba.org #3061463 (CK) & #3061454 (tommy_san)
I got out of the taxi.	私はタクシーから出た。	CC-BY 2.0 (France) Attribution: tatoeba.org #254926 (CK) & #159596 (bunbuku)
Are you going to eat that cupcake?	あのカップケーキ、食べるつもりなの？	CC-BY 2.0 (France) Attribution: tatoeba.org #1847854 (CK) & #8726970 (bunbuku)
Tom doesn't have anything to eat.	トムは何も食べるものを持っていない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1094502 (CK) & #2631283 (OrangeTart)
When he spoke, everyone became silent.	彼が話すとみなが黙った。	CC-BY 2.0 (France) Attribution: tatoeba.org #1312933 (CK) & #119321 (bunbuku)
Do you have any cheaper rooms?	もっと安い部屋はありますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #570238 (CK) & #193308 (bunbuku)
When did you start studying French?	いつからフランス語勉強してるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2451368 (CK) & #3498454 (tommy_san)
I can understand your language.	君の言語が理解できます。	CC-BY 2.0 (France) Attribution: tatoeba.org #29040 (CM) & #375478 (e4zh1nmcz)
Tom kissed Mary and then went to work.	トムはメアリーにキスをしてから仕事に行った。	CC-BY 2.0 (France) Attribution: tatoeba.org #1868104 (CK) & #2099017 (bunbuku)
He would not take the money.	彼はどうしてもその金を受け取ろうとしなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #291946 (CK) & #111733 (arnab)
Tom heard his name being called.	トムは自分の名前が呼ばれるのを聞いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1868254 (CK) & #2051617 (bunbuku)
The train made a brief stop.	列車はほんのすこし停車した。	CC-BY 2.0 (France) Attribution: tatoeba.org #326205 (CK) & #77514 (mookeee)
I drank the coffee.	コーヒーを飲んだよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2652577 (CK) & #2975957 (Fukuko)
They found the stolen money.	彼らは盗まれたお金を見つけた。	CC-BY 2.0 (France) Attribution: tatoeba.org #307236 (CK) & #96468 (mookeee)
Lincoln died in 1865.	リンカーンは１８６５年に死んだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #29653 (CK) & #192489 (mookeee)
"Is there a book in the desk? ""No, there isn't."""	「机の中に本がありますか」「いいえ、ありません」	CC-BY 2.0 (France) Attribution: tatoeba.org #73733 (CK) & #236367 (mookeee)
This will be a good souvenir of my trip around the United States.	アメリカ旅行のよい記念になりました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1586 (CK) & #4990 (bunbuku)
It is Sunday tomorrow.	明日は日曜日です。	CC-BY 2.0 (France) Attribution: tatoeba.org #323310 (CK) & #80407 (tommy_san)
How was your trip?	旅行はどうだった？	CC-BY 2.0 (France) Attribution: tatoeba.org #1140188 (CK) & #4751199 (tommy_san)
Do you prefer tea or coffee?	お茶とコーヒーではどちらが好きですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #463870 (FeuDRenais) & #226873 (tommy__san)
I told Mary I wanted a divorce.	メアリーに離婚したいって話したよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2542072 (CK) & #8855621 (bunbuku)
Is it OK to take pictures here?	ここで写真を撮ってもよろしいですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #8032107 (CK) & #224551 (mookeee)
When was the last time you rode a bike?	最後に自転車に乗ったのはいつですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #4368493 (corbinjurgens) & #3593618 (tommy_san)
I had a hard time making both ends meet.	家計のやりくりに苦労した。	CC-BY 2.0 (France) Attribution: tatoeba.org #258489 (CK) & #1166918 (bunbuku)
Although he had many toys, his greed made him want more.	彼はおもちゃをたくさん持っているけれども、欲張りであったため、もっと欲しがった。	CC-BY 2.0 (France) Attribution: tatoeba.org #41050 (CM) & #1149039 (bunbuku)
Do you like music?	音楽は好きですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #386729 (Mouseneb) & #188276 (bunbuku)
Use your head.	頭を使え。	CC-BY 2.0 (France) Attribution: tatoeba.org #2253840 (CK) & #6860386 (tsukimori)
We helped him financially.	私たちは金銭的に彼を援助した。	CC-BY 2.0 (France) Attribution: tatoeba.org #1221641 (alphafour) & #1221167 (bunbuku)
Tom wrote Mary a love letter.	トムはメアリーにラブレターを書いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #2958754 (CK) & #8635331 (small_snow)
Is that the book you told me about?	それが私に話してくれた本？	CC-BY 2.0 (France) Attribution: tatoeba.org #3202047 (CK) & #8814900 (bunbuku)
Don't give up!	諦めてはいけません。	CC-BY 2.0 (France) Attribution: tatoeba.org #278606 (CK) & #4260748 (tommy_san)
Could you please speak more quietly? I am hungover.	もう少し抑えてしゃべってもらえませんか？二日酔いなんです。	CC-BY 2.0 (France) Attribution: tatoeba.org #1736667 (mfw) & #1736671 (mookeee)
She became very ill.	彼女は重い病気になった。	CC-BY 2.0 (France) Attribution: tatoeba.org #314936 (CK) & #88771 (mookeee)
It is impossible to finish the report in a week.	１週間でそのレポートを仕上げるなんて不可能だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #73142 (CK) & #235762 (e4zh1nmcz)
I've made a reservation at a drinking place near Shinjuku Station. It's all you can drink for 2 hours for 2,500 yen.	新宿駅近くの居酒屋を予約しました。2時間飲み放題で2500円です。	CC-BY 2.0 (France) Attribution: tatoeba.org #3132016 (CK) & #3131941 (tommy_san)
I've already eaten lunch.	私はもう昼食をとった。	CC-BY 2.0 (France) Attribution: tatoeba.org #6769469 (CK) & #158740 (bunbuku)
I'm not angry with you.	君には怒っていないよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2546568 (CK) & #4212864 (Atamapan)
Turn on the radio, please.	ラジオをつけてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #858579 (piksea) & #192600 (bunbuku)
He is accustomed to working hard.	彼は重労働に慣れている。	CC-BY 2.0 (France) Attribution: tatoeba.org #293765 (CK) & #104324 (bunbuku)
He learned the poem by heart.	彼は詩を暗記した。	CC-BY 2.0 (France) Attribution: tatoeba.org #290872 (CK) & #103861 (bunbuku)
I wonder what I'll do once I get home.	家帰ったら何しようかな。	CC-BY 2.0 (France) Attribution: tatoeba.org #4808296 (CK) & #3103522 (tommy_san)
I hope you'll be happy forever.	お幸せに！	CC-BY 2.0 (France) Attribution: tatoeba.org #64497 (CK) & #227147 (tommy_san)
When I was asked by an old man where the church was, I pointed it out.	老人に教会の場所を聞かれて、私はそれを指し示した。	CC-BY 2.0 (France) Attribution: tatoeba.org #326418 (CK) & #77301 (mookeee)
The snow has disappeared.	雪は消えた。	CC-BY 2.0 (France) Attribution: tatoeba.org #272602 (CK) & #141968 (bunbuku)
I think that it's unlikely I'll be able to pass my driving test.	運転免許試験には受かりそうにないよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #8182121 (CK) & #1528147 (bunbuku)
You like English, don't you?	英語は好きなのでしょう。	CC-BY 2.0 (France) Attribution: tatoeba.org #454474 (FeuDRenais) & #189131 (mookeee)
A slight cold prevented me from going to Ibusuki with my family.	わたしは風邪気味であったために、家族と指宿へ行かれなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #238412 (CK) & #1176968 (mookeee)
Is somebody down there?	そこに誰かいるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2995486 (CK) & #3450123 (arnab)
I am not getting involved.	私は関わっていない。	CC-BY 2.0 (France) Attribution: tatoeba.org #953361 (CK) & #1463623 (bunbuku)
Some juice, please.	ジュースをください。	CC-BY 2.0 (France) Attribution: tatoeba.org #53029 (CK) & #215728 (bunbuku)
The news quickly spread.	その知らせはたちまち広まった。	CC-BY 2.0 (France) Attribution: tatoeba.org #35952 (CK) & #207965 (bunbuku)
He secretly showed me her photograph.	彼は僕に彼女の写真をこっそり見せてくれた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1315829 (CK) & #99951 (bunbuku)
You must learn English whether you like it or not.	好むと好まざるとにかかわらず、英語は学ばなければなりません。	CC-BY 2.0 (France) Attribution: tatoeba.org #240704 (CK) & #173766 (mookeee)
I'm sorry I'm dressed like this.	こんな格好ですみません。	CC-BY 2.0 (France) Attribution: tatoeba.org #4538722 (mailohilohi) & #4463686 (tommy_san)
He is such a lazy fellow.	彼は大変ものぐさな男だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #301344 (CK) & #102350 (arnab)
I don't want to go anywhere tonight.	今夜は何処にも行きたくない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2451997 (sharptoothed) & #2573188 (OrangeTart)
He failed in the scheme, much to the disappointment of his father.	彼の父がたいへんがっかりしたことに、彼のその計画は失敗した。	CC-BY 2.0 (France) Attribution: tatoeba.org #287421 (CM) & #116248 (mookeee)
Tom looks different.	トムは以前とは違って見える。	CC-BY 2.0 (France) Attribution: tatoeba.org #1868051 (CK) & #2242325 (bunbuku)
He is a kind boy.	彼は親切な少年だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #300022 (CK) & #103671 (mookeee)
Do you have a shoehorn?	靴ベラをお持ちですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #2179105 (Hybrid) & #2261247 (etecachegois)
Just stick around a few days and you'll come to love this place.	ちょっと数日ブラブラしたら、この場所が好きになるよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #920427 (CK) & #2173291 (bunbuku)
"Are you a teacher? ""Yes, I am."""	「あなたは先生ですか」「その通りです」	CC-BY 2.0 (France) Attribution: tatoeba.org #401759 (CM) & #237273 (mookeee)
He told me that he would visit Nara next month.	彼は私に来月、奈良を訪れるつもりだと言った。	CC-BY 2.0 (France) Attribution: tatoeba.org #297730 (CK) & #105956 (mookeee)
He has the habit of reading the newspaper while eating.	彼は食事中に新聞を読む癖がある。	CC-BY 2.0 (France) Attribution: tatoeba.org #1316914 (CK) & #103901 (bunbuku)
I am very glad to see you.	あなたに会えて大変うれしい。	CC-BY 2.0 (France) Attribution: tatoeba.org #71079 (CK) & #233705 (mookeee)
I think that's a little too expensive.	あれは少し高いと思う。	CC-BY 2.0 (France) Attribution: tatoeba.org #5909701 (CK) & #7577111 (Kisu)
What is she like?	彼女はどんな人ですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #311820 (CK) & #91860 (bunbuku)
What do you want?	何の用だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1622 (CK) & #187711 (bunbuku)
I want you to tell me the truth.	私はあなたに本当のことを言って欲しい。	CC-BY 2.0 (France) Attribution: tatoeba.org #2429 (CK) & #5338 (bunbuku)
I don't remember having had any toys when I was young.	子供の頃どんなおもちゃも持っていたという記憶がない。	CC-BY 2.0 (France) Attribution: tatoeba.org #573532 (Scott) & #1773366 (mookeee)
This fruit tastes bad.	このフルーツは不味い。	CC-BY 2.0 (France) Attribution: tatoeba.org #1701381 (mookeee) & #1192290 (mookeee)
The world's population recently passed 7 billion.	世界の人口は、最近７０億人を超えた。	CC-BY 2.0 (France) Attribution: tatoeba.org #681761 (Source_VOA) & #1619794 (bunbuku)
Was your junior high school far from your home?	中学校は家から遠かった？	CC-BY 2.0 (France) Attribution: tatoeba.org #6938710 (CK) & #8774841 (bunbuku)
He doesn't watch television at all.	彼は全然テレビを見ない。	CC-BY 2.0 (France) Attribution: tatoeba.org #300776 (CK) & #102918 (bunbuku)
Tom is pleased with his new car.	トムは新しい車を気に入っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #2853084 (CK) & #2853023 (tommy_san)
We have barely enough bread for breakfast.	朝食用のパンはぎりぎり足りる。	CC-BY 2.0 (France) Attribution: tatoeba.org #277821 (CK) & #126171 (bunbuku)
Mary oiled her bicycle.	メアリーは自転車に油をさした。	CC-BY 2.0 (France) Attribution: tatoeba.org #31927 (CK) & #194753 (tommy__san)
Dinner is ready.	ディナーの用意ができました。	CC-BY 2.0 (France) Attribution: tatoeba.org #39682 (CK) & #202471 (bunbuku)
We were disappointed to hear that she had married him.	彼女が彼と結婚したと聞いて私達は失望した。	CC-BY 2.0 (France) Attribution: tatoeba.org #308453 (CK) & #95253 (mookeee)
I'll come if necessary.	必要なら私は来ます。	CC-BY 2.0 (France) Attribution: tatoeba.org #318267 (CK) & #85446 (bunbuku)
I helped him with his homework.	私は彼の宿題を手伝った。	CC-BY 2.0 (France) Attribution: tatoeba.org #260666 (CK) & #153877 (bunbuku)
What do you call this fish in English?	この魚は英語でなんといいますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #59686 (CK) & #222367 (bunbuku)
Tom died this morning.	トムは今朝亡くなりました。	CC-BY 2.0 (France) Attribution: tatoeba.org #6825873 (CK) & #8602073 (small_snow)
Do you know how to do it?	やり方知ってる？	CC-BY 2.0 (France) Attribution: tatoeba.org #4687852 (Josefwintzent) & #8599187 (bunbuku)
Put more salt in the soup.	スープにもっと塩を入れろ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1125177 (Scott) & #1117999 (mookeee)
Come quick!	早く来なさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #274037 (CM) & #548211 (qahwa)
Catholics are against birth control.	カトリック教徒は産児制限に反対している。	CC-BY 2.0 (France) Attribution: tatoeba.org #63654 (CM) & #226314 (arnab)
I graduated from the University of Kyoto.	私は京都大学を卒業しました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1084111 (Scott) & #157622 (mookeee)
I have a bad pain here.	ここがひどく痛みます。	CC-BY 2.0 (France) Attribution: tatoeba.org #62141 (CK) & #224806 (bunbuku)
Tell me a little more about that.	もうちょっと詳しく聞かせて。	CC-BY 2.0 (France) Attribution: tatoeba.org #8215736 (CK) & #8218577 (Tanikaz)
You shouldn't worry about his eccentricities.	君は彼の奇行を気にしないほうがよい。	CC-BY 2.0 (France) Attribution: tatoeba.org #396218 (CM) & #176973 (bunbuku)
Wait a few more days.	もう二三日待ってください。	CC-BY 2.0 (France) Attribution: tatoeba.org #3825443 (CK) & #5348247 (pekerappo)
I don't think this shirt goes with that red tie.	このシャツはその赤いネクタイとは合わないと思うわ。	CC-BY 2.0 (France) Attribution: tatoeba.org #61029 (CK) & #223700 (bunbuku)
Have you ever eaten tomatoes with sugar?	トマトに砂糖かけて食べたことある？	CC-BY 2.0 (France) Attribution: tatoeba.org #3554968 (yosia49) & #3554292 (tommy_san)
Let's leave early.	早く出発しよう。	CC-BY 2.0 (France) Attribution: tatoeba.org #1293030 (CK) & #140544 (bunbuku)
Is everything going OK at work?	仕事は全てうまくいってるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #4011882 (CK) & #8811409 (bunbuku)
He was poor and couldn't buy a coat.	彼は貧しくて、コートが買えなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1409147 (CK) & #100510 (bunbuku)
I am not sure, but I think I want to be a teacher.	まだわからないけど、教師になろうかなと思ってる。	CC-BY 2.0 (France) Attribution: tatoeba.org #35181 (CK) & #1014793 (mookeee)
I got up earlier than usual in order to catch the first train.	始発列車に間に合うように私はいつもより早く起きた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1472950 (CK) & #168940 (bunbuku)
At that time, we were quite rich.	その頃の私たちは裕福だった。	CC-BY 2.0 (France) Attribution: tatoeba.org #434280 (lukaszpp) & #872712 (thyc244)
They moved in just the other day.	彼らはつい先日引っ越してきた。	CC-BY 2.0 (France) Attribution: tatoeba.org #305914 (CK) & #97790 (bunbuku)
Tom was left alone in the room.	トムは部屋に一人取り残された。	CC-BY 2.0 (France) Attribution: tatoeba.org #6040400 (CK) & #8649151 (small_snow)
You look European.	ヨーロッパ人に見える。	CC-BY 2.0 (France) Attribution: tatoeba.org #954759 (CK) & #6619666 (Take32)
Are you all set for the trip?	旅行の準備は全部終わった？	CC-BY 2.0 (France) Attribution: tatoeba.org #325555 (CM) & #1172844 (bunbuku)
I'll help you.	お手伝いしますよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1890914 (CK) & #227044 (bunbuku)
Listen carefully to what I say.	私の話をよく聞きなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #252105 (CK) & #162409 (bunbuku)
Two problems remained unsolved.	２つの問題が未解決のままであった。	CC-BY 2.0 (France) Attribution: tatoeba.org #72911 (CK) & #235531 (e4zh1nmcz)
I'll bring my sister when I come next time.	今度来る時には妹を連れて来ます。	CC-BY 2.0 (France) Attribution: tatoeba.org #242278 (CK) & #172072 (bunbuku)
Some politicians never make good on campaign promises.	選挙公約を遂行しない政治家たちもいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #273543 (CM) & #1814463 (bunbuku)
Banks open at nine o'clock.	銀行は９時に開く。	CC-BY 2.0 (France) Attribution: tatoeba.org #18433 (CK) & #179575 (bunbuku)
Tom said that his knees hurt most of the time.	トムは、ほぼずっと膝が痛いと言っていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #7179655 (CK) & #8218448 (Tanikaz)
Is anybody hurt?	誰か怪我した？	CC-BY 2.0 (France) Attribution: tatoeba.org #1750216 (Spamster) & #7551815 (Kitsuneko)
I want you to return the book I lent you the other day.	こないだ貸した本、返してほしいんだけど。	CC-BY 2.0 (France) Attribution: tatoeba.org #273120 (CK) & #1107990 (bunbuku)
It rained yesterday.	昨日は雨が降った。	CC-BY 2.0 (France) Attribution: tatoeba.org #63300 (CK) & #169987 (small_snow)
You can do it, can't you?	君はそれができますね？	CC-BY 2.0 (France) Attribution: tatoeba.org #405518 (CK) & #177712 (bunbuku)
Winning isn't the only thing that matters.	勝つことだけが重要なんじゃない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1069592 (CK) & #1698830 (mookeee)
There is nothing to hinder me.	私の邪魔をするものは何もない。	CC-BY 2.0 (France) Attribution: tatoeba.org #251099 (CM) & #163413 (arnab)
He lay at full length on the grass.	彼はその芝生に大の字になって寝そべった。	CC-BY 2.0 (France) Attribution: tatoeba.org #290965 (CM) & #112711 (bunbuku)
He writes scripts.	彼は脚本を書いている。	CC-BY 2.0 (France) Attribution: tatoeba.org #295180 (CK) & #108506 (bunbuku)
I got a rash on my hands from dishwasher detergent.	台所洗剤で手に発疹ができた。	CC-BY 2.0 (France) Attribution: tatoeba.org #268682 (CK) & #1234938 (bunbuku)
Tom grew up in an isolated village deep in the mountains.	トムは山奥にある人里離れた村で育ちました。	CC-BY 2.0 (France) Attribution: tatoeba.org #2839458 (Hybrid) & #8599809 (small_snow)
Does anyone want some more pie?	もっとパイが欲しい人はいますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #30502 (CK) & #193337 (bunbuku)
I live near the levee.	私は堤防の近くに住んでいます。	CC-BY 2.0 (France) Attribution: tatoeba.org #2609560 (WestofEden) & #1509097 (CHNO)
I played with the baby on my knee.	赤ん坊を膝の上であやした。	CC-BY 2.0 (France) Attribution: tatoeba.org #472109 (CK) & #142148 (bunbuku)
I narrowly escaped being run over by a car.	もうすこしで車にはねられるとこだった。	CC-BY 2.0 (France) Attribution: tatoeba.org #252970 (CK) & #194417 (bunbuku)
Here, let me do it.	ねえ、僕にやらせて。	CC-BY 2.0 (France) Attribution: tatoeba.org #3564968 (CK) & #3565410 (arnab)
Tom is making dinner for me.	トムは私のために夕飯を作っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #8398171 (CK) & #8615869 (small_snow)
She asked him why he was crying, but he didn't answer.	彼女はなぜ泣いているのか彼に訊ねたが、彼は答えなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #886988 (CK) & #1865579 (bunbuku)
Is Tom good-looking?	トムって、かっこいい？	CC-BY 2.0 (France) Attribution: tatoeba.org #2891478 (CK) & #8705965 (bunbuku)
Were you watching TV last night at 9:00?	昨日の夜９時って、テレビ見てた？	CC-BY 2.0 (France) Attribution: tatoeba.org #6713251 (CK) & #8692083 (small_snow)
I don't know where we'll live next year.	僕らが来年どこに住んでいるかわからない。	CC-BY 2.0 (France) Attribution: tatoeba.org #7528089 (CK) & #7530224 (Ninja)
To my disappointment, he had already started.	がっかりしたことには、彼はすでに出発してしまっていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #63699 (CM) & #226357 (arnab)
It's not true.	それ嘘だよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1894567 (CK) & #3496777 (arnab)
I live with my uncle.	おじと一緒に住んでいます。	CC-BY 2.0 (France) Attribution: tatoeba.org #2628971 (Joseph) & #2976194 (Fukuko)
Don't you threaten me.	脅かすなよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #6040544 (mailohilohi) & #724651 (arihato)
Thanks to the nice weather, we were able to harvest all of the crops in a day.	好天のおかげで作物すべてを一日で収穫できた。	CC-BY 2.0 (France) Attribution: tatoeba.org #240725 (CK) & #173745 (mookeee)
That's a good approach.	うまいアプローチだね。	CC-BY 2.0 (France) Attribution: tatoeba.org #65466 (CM) & #228113 (mookeee)
Tom left here about thirty minutes ago.	トムは３０分程前にここを去った。	CC-BY 2.0 (France) Attribution: tatoeba.org #2640967 (CK) & #4212043 (Atamapan)
My back hurts.	背中が痛む。	CC-BY 2.0 (France) Attribution: tatoeba.org #881871 (CK) & #1003757 (mookeee)
He told us an interesting story.	彼は私たちにおもしろい話をしてくれた。	CC-BY 2.0 (France) Attribution: tatoeba.org #297339 (CK) & #106346 (tommy__san)
Tom catches colds easily.	トムはすぐ風邪を引く。	CC-BY 2.0 (France) Attribution: tatoeba.org #1026716 (CK) & #2519152 (tommy_san)
He is not alone in this opinion.	こういう意見を持っているのは彼ばかりではない。	CC-BY 2.0 (France) Attribution: tatoeba.org #62392 (CM) & #225057 (bunbuku)
I will give you this book.	この本をあなたにあげましょう。	CC-BY 2.0 (France) Attribution: tatoeba.org #56849 (CK) & #219528 (small_snow)
That is mine.	あれが私のです。	CC-BY 2.0 (France) Attribution: tatoeba.org #67126 (CK) & #229766 (bunbuku)
I'll see you tomorrow at school.	明日、学校で会おう。	CC-BY 2.0 (France) Attribution: tatoeba.org #3218368 (Hybrid) & #3362357 (arnab)
I would like to buy some aspirin.	アスピリンが欲しいのですが。	CC-BY 2.0 (France) Attribution: tatoeba.org #481597 (CK) & #481614 (e4zh1nmcz)
Is it safe to eat moldy bread?	腐ったパンを食べても平気ですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #7974311 (CK) & #7975932 (Ninja)
He often quotes from Shakespeare.	彼はしばしばシェイクスピアから引用する。	CC-BY 2.0 (France) Attribution: tatoeba.org #290087 (CK) & #113586 (bunbuku)
Tom and Mary pretended to be husband and wife.	トムとメアリーは夫婦の振りをした。	CC-BY 2.0 (France) Attribution: tatoeba.org #1029811 (CK) & #8576181 (small_snow)
I want you to go away.	よそに行って欲しいんだけど。	CC-BY 2.0 (France) Attribution: tatoeba.org #8838526 (CK) & #8838537 (small_snow)
He traveled around the country.	彼は国中を旅した。	CC-BY 2.0 (France) Attribution: tatoeba.org #296436 (CK) & #107250 (bunbuku)
"I'm going to Hawaii next week. ""Really?"""	「私は来週ハワイへ行くつもりよ」「ほんと？」	CC-BY 2.0 (France) Attribution: tatoeba.org #73657 (CK) & #236291 (mookeee)
I wanted a hamburger, but I restrained myself.	私はハンバーガーがほしかったが、我慢した。	CC-BY 2.0 (France) Attribution: tatoeba.org #255443 (CM) & #159082 (wakatyann630)
Come on into my office.	私の事務室に来なさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #2951595 (CK) & #2988565 (Fukuko)
You must not give up.	諦めちゃ駄目だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1771897 (Scott) & #1771898 (mookeee)
Warn Tom.	トムに警告しなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #1954279 (CK) & #5955955 (tatoebane)
He's a fast walker.	彼は足が速い。	CC-BY 2.0 (France) Attribution: tatoeba.org #563688 (CK) & #102694 (bunbuku)
I am lost.	道に迷ってしまった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1164098 (etoile) & #3480582 (arnab)
All boys like to play baseball.	男の子はみんな野球をするのが好きだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #276847 (CK) & #127242 (bunbuku)
I didn't know that Tom could speak French.	トムがフランス語話せるとは知らなかったよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2451256 (CK) & #3134838 (tommy_san)
How is that pronounced?	それはどうやって発音するのですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #3251373 (Vincinho) & #6849935 (Sonata)
The town is famous for its old castle.	その町は古い城があるので有名です。	CC-BY 2.0 (France) Attribution: tatoeba.org #45047 (CK) & #207793 (bunbuku)
Was Tom in Australia?	トムはオーストラリアにいたの？	CC-BY 2.0 (France) Attribution: tatoeba.org #7150480 (CK) & #8737892 (bunbuku)
Are you in a bad mood?	機嫌悪いの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2120756 (LanguageExpert) & #2486077 (tommy_san)
Who are the people I saw her with?	彼女と一緒にいた人たちは誰だろう？	CC-BY 2.0 (France) Attribution: tatoeba.org #873508 (CK) & #1053690 (mookeee)
I asked her who the man wearing the white hat was.	「白い帽子をかぶっている男の人は誰ですか」と私は彼女に言った。	CC-BY 2.0 (France) Attribution: tatoeba.org #73580 (Tximist) & #236204 (mookeee)
Clean up the room.	部屋を片付けなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #319618 (CK) & #84096 (tommy_san)
Look at him.	彼を見て。	CC-BY 2.0 (France) Attribution: tatoeba.org #2355809 (CK) & #2349148 (hutian)
Cheer up.	元気出しなよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2946394 (alvations) & #3859522 (tommy_san)
It's a lovely idea.	素敵な考えね。	CC-BY 2.0 (France) Attribution: tatoeba.org #5010241 (CK) & #8510961 (small_snow)
It was not until I visited Australia that I realized how small Japan was.	オーストラリアを訪問してはじめて、日本がなんと小さな国かがわかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #65140 (CK) & #227787 (bunbuku)
Tom looked in the fridge to see what he could find to drink.	何か飲み物はないかと思い、トムは冷蔵庫を覗いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #3122141 (CK) & #3362366 (arnab)
Always keep your workplace organized.	いつも仕事場をきちんと整理しておきなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #1293143 (CM) & #228721 (bunbuku)
If you get up early tomorrow, you can see the rising sun.	明日早く起きれば、朝日がみられますよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1428019 (CK) & #80279 (bunbuku)
Tom shut the door and locked it.	トムはドアを閉めて鍵をかけた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1092916 (CK) & #2960794 (tommy_san)
Tom said that he thought that I was dead.	私は死んだものと思ったって、トム言ってた。	CC-BY 2.0 (France) Attribution: tatoeba.org #7182114 (CK) & #3591819 (arnab)
They found the stolen money.	彼らは盗まれた金を発見した。	CC-BY 2.0 (France) Attribution: tatoeba.org #307236 (CK) & #1097532 (mookeee)
